,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value,State,Value
10,"(4,E2)",-0.3218861548197368,"(5,E2)",60.18993552794387,"(5,E2)",66.71132149298299,"(5,E2)",72.76905184338156,"(5,E2)",78.36200832036984,"(5,E2)",83.5011469141964,"(5,E2)",88.20527679022531,"(5,E2)",92.49802053986586,"(5,E2)",96.40564635701048,"(5,E2)",99.95554186573662,"(5,E2)",103.17515839849408,"(4,E2)",2.358029492428878,"(5,E2)",106.09129860917332,"(5,E2)",108.72965318888924,"(5,E2)",111.11451696558424,"(5,E2)",113.26863292891386,"(5,E2)",115.2131263123422,"(5,E2)",116.96750096836914,"(5,E2)",118.54967777494358,"(5,E2)",119.97606037250064,"(5,E2)",121.2616176456986,"(5,E2)",122.4199754008668,"(4,E2)",7.0603814812924215,"(5,E2)",123.46351192501972,"(5,E2)",124.40345375081644,"(5,E2)",125.24996914760462,"(5,E2)",126.0122577262286,"(5,E2)",126.69863516998512,"(5,E2)",127.31661254958236,"(5,E2)",127.87296999353876,"(5,E2)",128.37382470233808,"(5,E2)",128.8246934409707,"(5,E2)",129.23054973960674,"(4,E2)",13.059078517422988,"(5,E2)",129.59587609039727,"(5,E2)",129.924711460362,"(5,E2)",130.22069445378162,"(5,E2)",130.48710245817344,"(5,E2)",130.726887099959,"(5,E2)",130.94270632235026,"(5,E2)",131.13695338096238,"(5,E2)",131.31178303376055,"(5,E2)",131.4691351822523,"(5,E2)",131.61075620110543,"(4,E2)",19.820448524809716,"(5,E2)",131.7382181741118,"(5,E2)",131.85293623595965,"(5,E2)",131.9561842018255,"(5,E2)",132.0491086504624,"(4,E2)",26.9565947548351,"(4,E2)",34.189683435364174,"(4,E2)",41.32463643511792,"(4,E2)",48.228282899717215
11,"(5,E2)",-0.3433024392415205,"(2,E2)",86.42427359131638,"(2,E2)",94.03130381824192,"(2,E2)",100.93228516287566,"(2,E2)",107.1771757860351,"(2,E2)",112.81873775905832,"(2,E2)",117.9093101653536,"(2,E2)",122.49901799566165,"(2,E2)",126.63485275974368,"(2,E2)",130.3602759966863,"(2,E2)",133.71513059002504,"(5,E2)",2.7819466731271403,"(2,E2)",136.73572780580832,"(2,E2)",139.4550294486014,"(2,E2)",141.90287640283267,"(2,E2)",144.10623451661127,"(2,E2)",146.0894409086727,"(2,E2)",147.87444120752716,"(2,E2)",149.48101275038445,"(2,E2)",150.9269714876648,"(2,E2)",152.22836194628755,"(2,E2)",153.39963052951217,"(5,E2)",8.163721514518462,"(2,E2)",154.4537829383819,"(2,E2)",155.4025267542434,"(2,E2)",156.25640032502437,"(2,E2)",157.02488911258263,"(2,E2)",157.71653062291355,"(2,E2)",158.3390089787295,"(2,E2)",158.89924011902676,"(2,E2)",159.4034485311156,"(2,E2)",159.85723634206497,"(2,E2)",160.26564552129764,"(5,E2)",14.929158089716964,"(2,E2)",160.63321387555456,"(2,E2)",160.96402545222048,"(2,E2)",161.26175590720624,"(2,E2)",161.52971333908525,"(2,E2)",161.7708750417092,"(2,E2)",161.98792058274017,"(2,E2)",162.18326157506243,"(2,E2)",162.35906847150903,"(2,E2)",162.5172946803995,"(2,E2)",162.6596982697004,"(5,E2)",22.45572838196982,"(2,E2)",162.7878615008799,"(2,E2)",162.90320840944457,"(2,E2)",163.00702062746586,"(2,E2)",163.10045162387982,"(5,E2)",30.305130278001403,"(5,E2)",38.17413674542908,"(5,E2)",45.85810134229032,"(5,E2)",53.22390420103713
12,"(2,E2)",-0.2357669457996645,"(4,E2)",54.81347127055441,"(4,E2)",61.02698797709704,"(4,E2)",66.84039488124577,"(4,E2)",72.24310235943899,"(4,E2)",77.2371527005876,"(4,E2)",81.83331004573263,"(4,E2)",86.04814670366756,"(4,E2)",89.90188774974281,"(4,E2)",93.41683129066944,"(4,E2)",96.6162044637199,"(2,E2)",5.834330105915666,"(4,E2)",99.5233480697234,"(4,E2)",102.16114797871998,"(4,E2)",104.55165083960972,"(4,E2)",106.71581651533616,"(4,E2)",108.67337108949069,"(4,E2)",110.4427330474321,"(4,E2)",112.04099194051354,"(4,E2)",113.48392396992872,"(4,E2)",114.78603284224138,"(4,E2)",115.96060723307885,"(2,E2)",15.206441311592345,"(4,E2)",117.01978846527824,"(4,E2)",117.97464372961342,"(4,E2)",118.8352414783127,"(4,E2)",119.61072660250257,"(4,E2)",120.3093937402648,"(4,E2)",120.9387576104008,"(4,E2)",121.5056196729464,"(4,E2)",122.01613071526197,"(4,E2)",122.475849178405,"(4,E2)",122.889795192587,"(2,E2)",26.07365096715529,"(4,E2)",123.26250039819644,"(4,E2)",123.59805370186744,"(4,E2)",123.900143164327,"(4,E2)",124.17209424505592,"(4,E2)",124.41690464329706,"(4,E2)",124.63727597953108,"(4,E2)",124.83564255914078,"(4,E2)",125.01419745279011,"(4,E2)",125.17491611768642,"(4,E2)",125.31957777157768,"(2,E2)",37.36759418179975,"(4,E2)",125.4497847179413,"(4,E2)",125.56697980698304,"(4,E2)",125.67246220323788,"(4,E2)",125.76740161705874,"(2,E2)",48.47385897577244,"(2,E2)",59.05546061026854,"(2,E2)",68.94350568629129,"(2,E2)",78.06961333707397
13,"(3,E2)",-0.3059584829387187,"(1,E2)",58.85706323139526,"(1,E2)",64.90883258799258,"(1,E2)",70.60414466531338,"(1,E2)",75.9189427488148,"(1,E2)",80.84590671596663,"(1,E2)",85.38933939577718,"(1,E2)",89.56139002237504,"(1,E2)",93.37928286575358,"(1,E2)",96.8632998920204,"(1,E2)",100.03532757733582,"(3,E2)",4.024450441030897,"(1,E2)",102.91782446526956,"(1,E2)",105.53310128050978,"(1,E2)",107.90283210020384,"(1,E2)",110.0477352943878,"(1,E2)",111.98737824117504,"(1,E2)",113.74007138712425,"(1,E2)",115.32282595953072,"(1,E2)",116.75135622946424,"(1,E2)",118.04011219162771,"(1,E2)",119.20233226380662,"(3,E2)",11.13874633119286,"(1,E2)",120.25010841402128,"(1,E2)",121.19445822448412,"(1,E2)",122.04539997027074,"(1,E2)",122.8120279577675,"(1,E2)",123.5025862323798,"(1,E2)",124.1245394015988,"(1,E2)",124.68463978504428,"(1,E2)",125.18899044042502,"(1,E2)",125.6431038559022,"(1,E2)",126.05195626957892,"(3,E2)",19.788494553351917,"(1,E2)",126.47167031295392,"(1,E2)",126.79063657509984,"(1,E2)",127.07950781961264,"(1,E2)",127.34086109175315,"(1,E2)",127.5771195387258,"(1,E2)",127.79054288187268,"(1,E2)",127.98322482284922,"(1,E2)",128.1570952546614,"(1,E2)",128.31392570598524,"(1,E2)",128.45533686625313,"(3,E2)",29.14261566294193,"(1,E2)",128.58280735327958,"(1,E2)",128.6976831202829,"(1,E2)",128.80118707442628,"(1,E2)",128.89442860914767,"(3,E2)",38.65744467159253,"(3,E2)",47.986382157872285,"(3,E2)",56.91715763426336,"(3,E2)",65.32834204738185
14,"(1,E2)",-0.2970176609731592,"(3,E2)",73.15927182041594,"(3,E2)",80.38931045112396,"(3,E2)",87.02360514717174,"(3,E2)",93.08335580872068,"(3,E2)",98.5992139518,"(3,E2)",103.60684819608096,"(3,E2)",108.14400539732056,"(3,E2)",112.2486005771768,"(3,E2)",115.95751116262424,"(3,E2)",119.30585032059368,"(1,E2)",2.6211428709942397,"(3,E2)",122.32656336893868,"(3,E2)",125.0502394464756,"(3,E2)",127.50506417605872,"(3,E2)",129.71686238473507,"(3,E2)",131.7091961464987,"(3,E2)",133.50349464497396,"(3,E2)",135.11920012249735,"(3,E2)",136.5739195402642,"(3,E2)",137.88357525528505,"(3,E2)",139.0625505357226,"(1,E2)",7.668324882037471,"(3,E2)",140.1238274436511,"(3,E2)",141.07911576212504,"(3,E2)",141.93897240488815,"(3,E2)",142.712911242642,"(3,E2)",143.4095035933192,"(3,E2)",144.03646981342771,"(3,E2)",144.60076253355476,"(3,E2)",145.10864213138464,"(3,E2)",145.56574504929404,"(3,E2)",145.97714555389786,"(1,E2)",14.050530561756023,"(3,E2)",146.3474115108151,"(3,E2)",146.6806547154849,"(3,E2)",146.98057628416367,"(3,E2)",147.25050757096236,"(3,E2)",147.4934470386773,"(3,E2)",147.7120934743157,"(3,E2)",147.90887590526432,"(3,E2)",148.08598053934332,"(3,E2)",148.24537502168306,"(3,E2)",148.38883027347558,"(1,E2)",21.192647560628146,"(3,E2)",148.51794015213346,"(3,E2)",148.63413914912195,"(3,E2)",148.73871832058506,"(3,E2)",148.83283962670882,"(1,E2)",28.68307842687159,"(1,E2)",36.23194409285749,"(1,E2)",43.63957481349821,"(1,E2)",50.77279370044907
15,"(5,E1)",-35.958972195317365,"(2,P)",145.77261546715505,"(2,P)",153.57640568380145,"(2,P)",160.59981687878317,"(2,P)",166.9208869542667,"(2,P)",172.60985002220195,"(2,P)",177.72991678334364,"(2,P)",182.3379768683712,"(2,P)",186.48523094489596,"(2,P)",190.21775961376824,"(2,P)",193.5770354157533,"(5,E1)",-33.14621137486082,"(2,P)",196.60038363753984,"(2,P)",199.32139703714776,"(2,P)",201.77030909679488,"(2,P)",203.97432995047728,"(2,P)",205.95794871879144,"(2,P)",207.74320561027417,"(2,P)",209.34993681260863,"(2,P)",210.79599489470965,"(2,P)",212.09744716860055,"(2,P)",213.2687542151024,"(5,E1)",-28.30255922976702,"(2,P)",214.32293055695405,"(2,P)",215.27168926462053,"(2,P)",216.1255721015204,"(2,P)",216.8940666547302,"(2,P)",217.58571175261903,"(2,P)",218.20819234071905,"(2,P)",218.76842487000903,"(2,P)",219.27263414637,"(2,P)",219.7264224950949,"(2,P)",220.1348320089473,"(5,E1)",-22.21360483414725,"(2,P)",220.50240057141448,"(2,P)",220.83321227763489,"(2,P)",221.13094281323328,"(2,P)",221.39890029527183,"(2,P)",221.64006202910653,"(2,P)",221.85710758955776,"(2,P)",222.05244859396387,"(2,P)",222.22825549792935,"(2,P)",222.38648171149836,"(2,P)",222.5288853037104,"(5,E1)",-15.439630251152284,"(2,P)",222.65704853670124,"(2,P)",222.772395446393,"(2,P)",222.8762076651156,"(2,P)",222.96963866196592,"(5,E1)",-8.375111204974232,"(5,E1)",-1.292953911120847,"(5,E1)",5.6226591493444005,"(5,E1)",12.251920128949608
16,"(3,P)",22.54645581930596,"(1,P)",146.22190162802886,"(1,P)",154.04974392699168,"(1,P)",161.09480199605824,"(1,P)",167.43535425821813,"(1,P)",173.14185129416202,"(1,P)",178.27769862651155,"(1,P)",182.89996122562613,"(1,P)",187.05999756482925,"(1,P)",190.80403027011204,"(1,P)",194.17365970486657,"(3,P)",42.83826605668133,"(1,P)",197.2063261961456,"(1,P)",199.9357260382968,"(1,P)",202.39218589623283,"(1,P)",204.60299976837527,"(1,P)",206.59273225330347,"(1,P)",208.38349148973884,"(1,P)",209.99517480253067,"(1,P)",211.4456897840433,"(1,P)",212.7511532674047,"(1,P)",213.92607040243,"(3,P)",61.10089527031916,"(1,P)",214.9834958239527,"(1,P)",215.93517870332315,"(1,P)",216.79169329475656,"(1,P)",217.56255642704664,"(1,P)",218.2563332461077,"(1,P)",218.88073238326265,"(1,P)",219.44269160670208,"(1,P)",219.9484549077976,"(1,P)",220.40364187878356,"(1,P)",220.8133101526709,"(3,P)",77.5372615625932,"(1,P)",221.18201159916956,"(1,P)",221.5138429010183,"(1,P)",221.8124910726822,"(1,P)",222.0812744271797,"(1,P)",222.32317944622744,"(1,P)",222.5408939633704,"(1,P)",222.7368370287991,"(1,P)",222.9131857876849,"(1,P)",223.07189967068211,"(1,P)",223.21474216537965,"(3,P)",92.32999122563984,"(1,P)",223.3433004106074,"(1,P)",223.4590028313124,"(1,P)",223.56313500994688,"(1,P)",223.65685397071792,"(3,P)",105.64344792238182,"(3,P)",117.6255589494496,"(3,P)",128.40945887381062,"(3,P)",138.11496880573554
17,"(1,E1)",-35.91731589487584,"(1,E1)",26.715547117958103,"(1,E1)",33.479974254656106,"(1,E1)",39.63907589742703,"(1,E1)",45.22651860089098,"(1,E1)",50.28275144717099,"(1,E1)",54.85049373020444,"(1,E1)",58.97212226788006,"(1,E1)",62.68822121769504,"(1,E1)",66.03683768559381,"(1,E1)",69.0531607044579,"(1,E1)",-33.29089771566279,"(1,E1)",71.76944942958383,"(1,E1)",74.21510360984848,"(1,E1)",76.41681107198454,"(1,E1)",78.39873276117322,"(1,E1)",80.1827018231275,"(1,E1)",81.78842302876498,"(1,E1)",83.23366485705517,"(1,E1)",84.53444021007238,"(1,E1)",85.70517393512574,"(1,E1)",86.75885663027515,"(1,E1)",-28.748321887080127,"(1,E1)",87.70718495813301,"(1,E1)",88.56068910357723,"(1,E1)",89.32884821699292,"(1,E1)",90.02019476822665,"(1,E1)",90.6424087482826,"(1,E1)",91.20240262702512,"(1,E1)",91.7063979247334,"(1,E1)",92.15999419471046,"(1,E1)",92.5682311500736,"(1,E1)",92.93564460427478,"(1,E1)",-23.0042090809519,"(1,E1)",93.26631683400132,"(1,E1)",93.56392191601104,"(1,E1)",93.83176653664614,"(1,E1)",94.07282672435451,"(1,E1)",94.28978091142176,"(1,E1)",94.48503969106312,"(1,E1)",94.66077259975968,"(1,E1)",94.81893222195416,"(1,E1)",94.96127588464684,"(1,E1)",95.08938518276123,"(1,E1)",-15.38345968189418,"(1,E1)",95.20468355211642,"(1,E1)",95.30845208519077,"(1,E1)",95.40184376536504,"(1,E1)",95.48589627777542,"(1,E1)",-6.23921519598899,"(1,E1)",2.7530737389863877,"(1,E1)",11.320564345174311,"(1,E1)",19.326510536364665
18,"(4,E1)",-35.939697539337764,"(3,P)",146.84992774446795,"(3,P)",154.71139078932714,"(3,P)",161.78670752970038,"(3,P)",168.1544925960363,"(3,P)",173.88549915573867,"(3,P)",179.0434050594708,"(3,P)",183.68552037282967,"(3,P)",187.86342415485268,"(3,P)",191.62353755867335,"(3,P)",195.007639622112,"(4,E1)",-33.52775476863973,"(3,P)",198.05333147920675,"(3,P)",200.7944541505921,"(3,P)",203.2614645548388,"(3,P)",205.4817739186609,"(3,P)",207.4800523461008,"(3,P)",209.27850293079663,"(3,P)",210.89710845702297,"(3,P)",212.35385343062663,"(3,P)",213.66492390686997,"(3,P)",214.8448873354889,"(4,E1)",-29.295609150739025,"(3,P)",215.906854421246,"(3,P)",216.86262479842736,"(3,P)",217.7228181378906,"(3,P)",218.4969921434075,"(3,P)",219.19374874837277,"(3,P)",219.8208296928414,"(3,P)",220.38520254286323,"(3,P)",220.8931381078829,"(3,P)",221.3502801164005,"(3,P)",221.76170792406649,"(4,E1)",-23.89674846628079,"(3,P)",222.13199295096572,"(3,P)",222.46524947517517,"(3,P)",222.7651803469636,"(3,P)",223.0351181315732,"(3,P)",223.27806213772183,"(3,P)",223.4967117432556,"(3,P)",223.69349638823604,"(3,P)",223.87060256871845,"(3,P)",224.02999813115247,"(3,P)",224.17345413734324,"(4,E1)",-15.917944836126711,"(3,P)",224.3025645429149,"(3,P)",224.41876390792936,"(3,P)",224.5233433364424,"(3,P)",224.61746482210413,"(4,E1)",-6.783081720622484,"(4,E1)",2.199981739970461,"(4,E1)",10.758682685852676,"(4,E1)",18.75641532296041
19,"(4,P)",22.74993394068345,"(4,P)",148.175224618679,"(4,P)",156.10763609749458,"(4,P)",163.24680642842858,"(4,P)",169.6720597262692,"(4,P)",175.45478769432574,"(4,P)",180.65924286557663,"(4,P)",185.34325251970245,"(4,P)",189.5588612084157,"(4,P)",193.3529090282576,"(4,P)",196.7675520661153,"(4,P)",43.22487448729856,"(4,P)",199.8407308001872,"(4,P)",202.606591660852,"(4,P)",205.09586643545023,"(4,P)",207.33621373258867,"(4,P)",209.35252630001327,"(4,P)",211.1672076106954,"(4,P)",212.80042079030932,"(4,P)",214.2703126519619,"(4,P)",215.5932153274492,"(4,P)",216.7838277353877,"(4,P)",61.65232097925215,"(4,P)",217.8553789025324,"(4,P)",218.81977495296263,"(4,P)",219.68773139834985,"(4,P)",220.4688921991983,"(4,P)",221.17193691996195,"(4,P)",221.8046771686492,"(4,P)",222.37414339246777,"(4,P)",222.88666299390445,"(4,P)",223.34793063519749,"(4,P)",223.7630715123612,"(4,P)",78.23702282201039,"(4,P)",224.1366983018085,"(4,P)",224.47296241231115,"(4,P)",224.7756001117635,"(4,P)",225.04797404127063,"(4,P)",225.29311057782704,"(4,P)",225.5137334607278,"(4,P)",225.71229405533848,"(4,P)",225.8909985904881,"(4,P)",226.05183267212277,"(4,P)",226.19658334559392,"(4,P)",93.1632544804928,"(4,P)",226.326858951718,"(4,P)",226.44410699722968,"(4,P)",226.5496302381902,"(4,P)",226.64460115505463,"(4,P)",106.59686297312696,"(4,P)",118.68711061649772,"(4,P)",129.5683334955314,"(4,P)",139.36143408666172
20,"(3,E1)",-35.92536263464485,"(5,P)",144.99211893578718,"(5,P)",152.75412605636922,"(5,P)",159.73993246489306,"(5,P)",166.02715823256452,"(5,P)",171.68566142346882,"(5,P)",176.77831429528268,"(5,P)",181.3617018799152,"(5,P)",185.4867507060844,"(5,P)",189.1992946496368,"(5,P)",192.54058419883384,"(3,E1)",-32.02795758216102,"(5,P)",195.5477447931112,"(5,P)",198.2541893279609,"(5,P)",200.68998940932556,"(5,P)",202.88220948255372,"(5,P)",204.85520754845916,"(5,P)",206.630905807774,"(5,P)",208.2290342411573,"(5,P)",209.6673498312024,"(5,P)",210.96183386224288,"(5,P)",212.12686949017936,"(3,E1)",-25.625039566141638,"(5,P)",213.1754015553222,"(5,P)",214.11908041395077,"(5,P)",214.96839138671643,"(5,P)",215.73277126220557,"(5,P)",216.42071315014576,"(5,P)",217.03986084929195,"(5,P)",217.59709377852352,"(5,P)",218.09860341483196,"(5,P)",218.5499620875095,"(5,P)",218.9561848929193,"(3,E1)",-17.840211985438167,"(5,P)",219.3217854177881,"(5,P)",219.6508258901701,"(5,P)",219.94696231531384,"(5,P)",220.2134850979432,"(5,P)",220.45335560230967,"(5,P)",220.66923905623943,"(5,P)",220.86353416477627,"(5,P)",221.0383997624594,"(5,P)",221.19577880037423,"(5,P)",221.3374199344976,"(3,E1)",-9.421452529717104,"(5,P)",221.4648969552086,"(5,P)",221.5796262738485,"(5,P)",221.6828826606244,"(5,P)",221.77581340872277,"(3,E1)",-0.8580623694293479,"(3,E1)",7.538018290645674,"(3,E1)",15.575746306152986,"(3,E1)",23.145836294235863
21,"(2,P)",22.38105176336188,"(3,E1)",30.19369196103808,"(3,E1)",36.70074137377794,"(3,E1)",42.67161785205901,"(3,E1)",48.12540202080008,"(3,E1)",53.0896808366757,"(3,E1)",57.596556536012905,"(3,E1)",61.68000166866401,"(3,E1)",65.37414005099629,"(3,E1)",68.71216159677627,"(3,E1)",71.72566833199028,"(2,P)",42.52399835038757,"(3,E1)",74.44431117625746,"(3,E1)",76.89562045533427,"(3,E1)",79.1049633054769,"(3,E1)",81.0955821275713,"(3,E1)",82.88868283027523,"(3,E1)",84.50355171002471,"(3,E1)",85.95768680795007,"(3,E1)",87.26693440608636,"(3,E1)",88.44562463819997,"(3,E1)",89.50670245476508,"(2,P)",60.652650278710695,"(3,E1)",90.46185171832224,"(3,E1)",91.3216112384902,"(3,E1)",92.09548224118508,"(3,E1)",92.7920272126172,"(3,E1)",93.4189603407982,"(3,E1)",93.98322994794262,"(3,E1)",94.49109340256156,"(3,E1)",94.9481850452814,"(3,E1)",95.35957767475438,"(3,E1)",95.72983813130408,"(2,P)",76.9684370142015,"(3,E1)",96.06307749425454,"(3,E1)",96.36299637969304,"(3,E1)",96.6329257923886,"(3,E1)",96.87586395114036,"(3,E1)",97.0945094725364,"(3,E1)",97.29129126493449,"(3,E1)",97.46839545301928,"(3,E1)",97.62778962385536,"(3,E1)",97.77124465807888,"(3,E1)",97.90035438477612,"(2,P)",91.65264507614324,"(3,E1)",98.01655327562808,"(3,E1)",98.12113237296036,"(3,E1)",98.2152536273076,"(3,E1)",98.2999628028406,"(2,P)",104.8684323318908,"(2,P)",116.7626408620636,"(2,P)",127.46742853921911,"(2,P)",137.1017374486591
22,"(2,E1)",-35.862190251219694,"(2,E1)",42.13184623218475,"(2,E1)",48.97817343641774,"(2,E1)",55.18905664658809,"(2,E1)",60.80945820743158,"(2,E1)",65.8868639831525,"(2,E1)",70.46837914881823,"(2,E1)",74.59911619609548,"(2,E1)",78.32136748376931,"(2,E1)",81.67424839701769,"(2,E1)",84.69361753102254,"(2,E1)",-30.3991029046759,"(2,E1)",87.41215502522749,"(2,E1)",89.85952650374128,"(2,E1)",92.0625887625494,"(2,E1)",94.04561106495017,"(2,E1)",95.83049681780544,"(2,E1)",97.43699708677444,"(2,E1)",98.882911475346,"(2,E1)",100.18427433889832,"(2,E1)",101.3555257516588,"(2,E1)",102.40966747656094,"(2,E1)",-21.96420281956689,"(2,E1)",103.3584046445437,"(2,E1)",104.21227407881906,"(2,E1)",104.98076029252192,"(2,E1)",105.67240020132436,"(2,E1)",106.29487756062218,"(2,E1)",106.85510808085655,"(2,E1)",107.35931610712407,"(2,E1)",107.81310367800404,"(2,E1)",108.22151270785848,"(2,E1)",108.58908096916788,"(2,E1)",-12.183714129560236,"(2,E1)",108.9198924879991,"(2,E1)",109.21762290699844,"(2,E1)",109.48558031648562,"(2,E1)",109.72674200517672,"(2,E1)",109.94378753753828,"(2,E1)",110.13912852446614,"(2,E1)",110.3149354175562,"(2,E1)",110.47316162435814,"(2,E1)",110.61556521235954,"(2,E1)",110.74372844273036,"(2,E1)",-2.0191652363802177,"(2,E1)",110.8590753507919,"(2,E1)",110.96288756850012,"(2,E1)",111.05631856471928,"(2,E1)",111.14040646149184,"(2,E1)",7.976473078195198,"(2,E1)",17.499914549241687,"(2,E1)",26.39915511766216,"(2,E1)",34.612652003366584
23,"(5,P)",22.261219014160748,"(4,E1)",26.13787125760318,"(4,E1)",32.89535855398771,"(4,E1)",39.04814137906546,"(4,E1)",44.6298517478706,"(4,E1)",49.68089724453004,"(4,E1)",54.243953335902766,"(4,E1)",58.36135336415625,"(4,E1)",62.073639850213446,"(4,E1)",65.41882086628627,"(4,E1)",68.43204934371147,"(5,P)",42.296316126905424,"(4,E1)",71.14555134209516,"(4,E1)",73.58869644817955,"(4,E1)",75.78814510880949,"(4,E1)",77.76803348168642,"(4,E1)",79.5501723132067,"(4,E1)",81.15424615853857,"(4,E1)",82.59800526740554,"(4,E1)",83.89744611373777,"(4,E1)",85.06697874593624,"(4,E1)",86.11958043459424,"(5,P)",60.32790352837563,"(4,E1)",87.0669358423471,"(4,E1)",87.91956435082216,"(4,E1)",88.68693538544343,"(4,E1)",89.37757266232623,"(4,E1)",89.99914829332832,"(4,E1)",90.55856765659212,"(4,E1)",91.06204588954176,"(4,E1)",91.51517680072098,"(4,E1)",91.92299493284555,"(4,E1)",92.2900314459327,"(5,P)",76.55633218969882,"(4,E1)",92.6203644285324,"(4,E1)",92.91766418805082,"(4,E1)",93.1852340183957,"(4,E1)",93.42604689481294,"(4,E1)",93.64277850169968,"(4,E1)",93.83783695916694,"(4,E1)",94.01338957789956,"(4,E1)",94.17138693912209,"(4,E1)",94.31358456693724,"(4,E1)",94.4415624336601,"(5,P)",91.16191798488968,"(4,E1)",94.55674251476174,"(4,E1)",94.66040458840732,"(4,E1)",94.7537004550953,"(4,E1)",94.83766673536768,"(5,P)",104.30694520056146,"(5,P)",116.13746969466604,"(5,P)",126.7849417393602,"(5,P)",136.36766657958492
24,"(1,P)",22.45003246176572,"(5,E1)",18.52138064557706,"(5,E1)",24.39065488024204,"(5,E1)",29.842634303203774,"(5,E1)",34.87631317405302,"(5,E1)",39.5015525295971,"(5,E1)",43.73528119702795,"(5,E1)",47.59876001265423,"(5,E1)",51.11563078143664,"(5,E1)",54.31054272700458,"(5,E1)",57.20820234921767,"(1,P)",42.65506167735487,"(5,E1)",59.83273228384332,"(5,E1)",62.20725435458069,"(5,E1)",64.3536340699707,"(5,E1)",66.29234025229141,"(5,E1)",68.04238571709848,"(5,E1)",69.62132401575411,"(5,E1)",71.04528400525209,"(5,E1)",72.32902901491576,"(5,E1)",73.4860310827267,"(5,E1)",74.52855346728265,"(1,P)",60.8395879713851,"(5,E1)",75.46773665273616,"(5,E1)",76.31368453872804,"(5,E1)",77.0755485835044,"(5,E1)",77.76160844918326,"(5,E1)",78.37934826036056,"(5,E1)",78.93552798816424,"(5,E1)",79.43624975407943,"(5,E1)",79.88701904305498,"(5,E1)",80.292800947079,"(5,E1)",80.65807164601043,"(1,P)",77.20566163601231,"(5,E1)",80.98686538487672,"(5,E1)",81.28281723561062,"(5,E1)",81.54920194331052,"(5,E1)",81.78896915770213,"(5,E1)",82.0047753433042,"(5,E1)",82.1990126495763,"(5,E1)",82.37383500700943,"(5,E1)",82.53118169810827,"(5,E1)",82.67279863448752,"(5,E1)",82.80025755354615,"(1,P)",91.9351279341768,"(5,E1)",82.91497333084854,"(5,E1)",83.01821958773039,"(5,E1)",83.1111427579396,"(5,E1)",83.19477476242218,"(1,P)",105.19164760252482,"(1,P)",117.12251530403806,"(1,P)",127.86029623539996,"(1,P)",137.5242990736257
